age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,predicted_pd,expected_loss,decision,risk_bucket,interest_rate_model
64,Employed,19.4,97043,714,4.8,36,17255,0,1,0,Personal Loan,Personal,29300,9.59,0.178,0.302,0.101,1,0.7931891,10458.198393881321,0,"(0.77, 0.839]",0.57240266
52,Self-Employed,5.1,47438,650,5.8,1909,15657,0,0,0,Personal Loan,Medical,68000,12.8,0.33,1.433,0.478,1,0.74646163,22841.725873947147,0,"(0.604, 0.77]",0.5408616
24,Employed,4.3,17105,731,3.6,73,5774,0,1,0,Personal Loan,Education,13300,9.61,0.338,0.778,0.259,1,0.7803592,4670.449863374233,0,"(0.77, 0.839]",0.56374246
28,Student,1.7,45963,569,8.6,183,13477,0,2,0,Personal Loan,Personal,19600,15.36,0.293,0.426,0.142,0,0.21734649,1916.9960367679596,1,"(0.202, 0.372]",0.18370888
35,Self-Employed,7.2,62184,571,2.0,338,20755,0,1,0,Personal Loan,Home Improvement,88000,16.54,0.334,1.415,0.472,0,0.13174015,5216.9100522994995,1,"(0.0578, 0.202]",0.1259246
18,Employed,0.0,15000,622,0.6,51,6251,0,1,1,Personal Loan,Business,6400,14.77,0.417,0.427,0.142,0,0.35219035,1014.3081951141359,1,"(0.202, 0.372]",0.27472848
33,Employed,2.1,25733,668,5.3,503,20497,0,0,0,Personal Loan,Business,28900,11.75,0.797,1.123,0.374,0,0.17571501,2285.173761472106,1,"(0.0578, 0.202]",0.15560763
33,Employed,13.2,86688,696,5.6,1327,30096,0,0,0,Personal Loan,Education,100000,12.6,0.347,1.154,0.385,1,0.7721038,34744.670391082764,0,"(0.77, 0.839]",0.55817
46,Employed,18.6,50396,696,6.4,554,16485,0,1,0,Personal Loan,Business,7100,12.53,0.327,0.141,0.047,1,0.8008111,2558.5915026068687,0,"(0.77, 0.839]",0.5775475
18,Employed,0.0,15000,548,0.4,27,3483,0,0,2,Personal Loan,Business,5400,16.64,0.232,0.36,0.12,0,0.16123785,391.8079774081707,1,"(0.0578, 0.202]",0.14583555
41,Employed,17.0,87637,676,8.4,6979,9836,0,0,0,Personal Loan,Education,100000,12.28,0.112,1.141,0.38,1,0.7846652,35309.935212135315,0,"(0.77, 0.839]",0.566649
47,Employed,7.0,40588,727,18.8,7333,12720,0,0,0,Personal Loan,Personal,11400,10.89,0.313,0.281,0.094,1,0.8384834,4301.419807076454,0,"(0.77, 0.839]",0.60297626
36,Employed,16.7,31576,774,8.3,9564,4671,0,1,0,Personal Loan,Business,20800,8.98,0.148,0.659,0.22,1,0.8371115,7835.363388061523,0,"(0.77, 0.839]",0.60205024
29,Employed,9.7,40184,547,10.1,159,22463,0,1,0,Personal Loan,Business,53300,16.25,0.559,1.326,0.442,0,0.10882808,2610.2415630966425,1,"(0.0578, 0.202]",0.110458955
33,Self-Employed,1.8,205645,594,11.8,5430,39223,0,1,0,Personal Loan,Personal,41200,16.14,0.191,0.2,0.067,1,0.27787167,5151.7407310009,1,"(0.202, 0.372]",0.22456336
37,Employed,17.6,25759,665,6.7,3001,9806,0,1,0,Personal Loan,Education,17800,12.55,0.381,0.691,0.23,1,0.77202874,6183.950241208077,0,"(0.77, 0.839]",0.55811936
52,Employed,7.2,38516,703,12.2,147,9981,0,0,0,Personal Loan,Debt Consolidation,75800,9.73,0.259,1.968,0.656,1,0.82519376,28147.359248399734,0,"(0.77, 0.839]",0.59400576
27,Employed,2.2,34770,669,8.7,322,18658,0,0,0,Personal Loan,Debt Consolidation,52700,12.43,0.537,1.516,0.505,0,0.21108055,5005.775270462036,1,"(0.202, 0.372]",0.17947936
50,Employed,16.2,39110,680,19.0,1284,4004,0,2,0,Personal Loan,Home Improvement,10600,11.07,0.102,0.271,0.09,1,0.7553328,3602.937587499619,0,"(0.604, 0.77]",0.5468496
38,Employed,15.0,84955,780,11.4,264,31905,0,0,0,Personal Loan,Education,34300,9.98,0.376,0.404,0.135,1,0.80485207,12422.89167612791,0,"(0.77, 0.839]",0.5802751
23,Employed,1.5,30262,702,0.1,7,5499,0,0,0,Personal Loan,Education,52500,9.76,0.182,1.735,0.578,1,0.67193025,15874.352239072323,0,"(0.604, 0.77]",0.4905529
47,Employed,25.9,84324,705,27.1,1360,39172,0,0,0,Personal Loan,Personal,6200,11.01,0.465,0.074,0.025,1,0.6970882,1944.8760277032852,0,"(0.604, 0.77]",0.5075345
25,Student,0.3,19276,645,6.1,204,10100,0,1,0,Personal Loan,Business,8600,13.35,0.524,0.446,0.149,0,0.28571132,1105.702801644802,1,"(0.202, 0.372]",0.22985515
25,Self-Employed,1.8,31988,562,4.1,521,9787,0,0,0,Personal Loan,Education,29800,15.62,0.306,0.932,0.311,0,0.18554226,2488.121648132801,1,"(0.0578, 0.202]",0.16224103
40,Employed,1.8,60073,707,3.4,2850,22942,0,0,0,Personal Loan,Medical,16300,10.96,0.382,0.271,0.09,1,0.7287652,5345.492666065693,0,"(0.604, 0.77]",0.5289165
18,Employed,0.0,15370,584,0.7,90,133,0,2,2,Personal Loan,Business,22200,15.6,0.009,1.444,0.481,0,0.08929461,892.0531779527664,1,"(0.0578, 0.202]",0.097273864
20,Employed,0.5,23104,714,0.7,21,3547,0,0,0,Personal Loan,Debt Consolidation,10000,11.21,0.154,0.433,0.144,1,0.74620783,3357.9352498054504,0,"(0.604, 0.77]",0.5406903
18,Employed,0.0,15000,472,1.3,171,7604,0,0,0,Personal Loan,Personal,28300,15.34,0.507,1.887,0.629,0,0.07642444,973.265271820128,1,"(0.0578, 0.202]",0.088586494
33,Employed,1.1,54171,684,3.9,1132,28957,0,0,0,Personal Loan,Business,29800,11.93,0.535,0.55,0.183,0,0.21322298,2859.320168495178,1,"(0.202, 0.372]",0.1809255
31,Employed,6.9,44740,580,0.8,64,4607,1,1,1,Personal Loan,Education,67200,15.85,0.103,1.502,0.501,0,0.15567423,4707.588837146759,1,"(0.0578, 0.202]",0.14208011
22,Self-Employed,1.0,53741,732,2.2,9,12174,0,0,0,Personal Loan,Home Improvement,59600,9.68,0.227,1.109,0.37,1,0.6514304,17471.36407971382,0,"(0.604, 0.77]",0.47671553
37,Self-Employed,2.0,22471,619,17.2,46084,5050,0,2,0,Personal Loan,Debt Consolidation,14300,13.4,0.225,0.636,0.212,0,0.4914889,3162.731095701456,0,"(0.372, 0.604]",0.368755
42,Employed,8.2,41848,594,16.4,2384,7706,0,1,1,Personal Loan,Education,4800,15.08,0.184,0.115,0.038,1,0.37434644,808.5882997512817,1,"(0.372, 0.604]",0.28968385
35,Employed,16.1,48589,639,10.9,395,31609,0,1,0,Personal Loan,Medical,60100,14.55,0.651,1.237,0.412,0,0.23864539,6454.164563789964,1,"(0.202, 0.372]",0.19808564
31,Student,1.8,27100,708,1.7,86,8736,0,0,0,Personal Loan,Personal,11500,10.61,0.322,0.424,0.141,1,0.75494885,3906.8603217601776,0,"(0.604, 0.77]",0.5465905
22,Self-Employed,1.0,74493,550,3.1,325,33821,0,0,0,Personal Loan,Personal,95100,16.31,0.454,1.277,0.426,0,0.08473964,3626.43290899694,1,"(0.0578, 0.202]",0.094199255
18,Self-Employed,1.0,54840,613,0.8,145,10976,0,1,0,Personal Loan,Personal,34900,14.87,0.2,0.636,0.212,0,0.37030718,5815.674219578505,1,"(0.202, 0.372]",0.28695732
36,Employed,14.5,29458,689,10.4,493,9318,0,1,0,Personal Loan,Personal,4400,12.56,0.316,0.149,0.05,1,0.8043194,1592.552375793457,0,"(0.77, 0.839]",0.5799156
23,Employed,0.1,33738,639,2.4,191,14002,0,1,0,Personal Loan,Medical,29600,13.53,0.415,0.877,0.292,0,0.31582245,4206.755064725877,1,"(0.202, 0.372]",0.25018013
33,Employed,8.6,29153,634,11.9,2035,1519,0,0,0,Personal Loan,Debt Consolidation,57700,13.7,0.052,1.979,0.66,0,0.5444973,14137.872683107855,0,"(0.372, 0.604]",0.40453568
38,Self-Employed,8.9,29863,501,7.7,29,7405,0,1,1,Personal Loan,Business,41200,15.26,0.248,1.38,0.46,0,0.23761861,4405.449034273624,1,"(0.202, 0.372]",0.19739255
34,Self-Employed,10.5,130697,569,11.7,11166,46537,0,2,1,Personal Loan,Medical,57900,15.74,0.356,0.443,0.148,0,0.22514705,5866.206481531263,1,"(0.202, 0.372]",0.18897426
49,Employed,17.3,30821,719,6.4,3640,10673,0,0,0,Personal Loan,Business,29500,10.54,0.346,0.957,0.319,1,0.8357672,11094.809706509113,0,"(0.77, 0.839]",0.6011428
20,Employed,1.0,20534,586,1.8,76,4723,0,0,0,Personal Loan,Business,21200,16.34,0.23,1.032,0.344,0,0.09755425,930.6675598025322,1,"(0.0578, 0.202]",0.10284912
40,Employed,15.3,59831,691,3.3,927,15756,0,0,0,Personal Loan,Medical,76800,12.93,0.263,1.284,0.428,1,0.63696367,22013.464279174805,0,"(0.604, 0.77]",0.46695048
49,Employed,10.7,96091,700,1.3,441,23912,0,0,0,Personal Loan,Medical,90100,11.19,0.249,0.938,0.313,1,0.7699395,31217.196306288242,0,"(0.77, 0.839]",0.5567092
40,Self-Employed,7.1,143050,639,3.9,280,49997,0,2,0,Personal Loan,Business,14200,14.13,0.35,0.099,0.033,0,0.42722538,2729.97018545866,0,"(0.372, 0.604]",0.3253771
47,Self-Employed,22.6,101534,628,27.2,15367,35610,0,1,0,Personal Loan,Personal,100000,13.05,0.351,0.985,0.328,1,0.6022124,27099.559307098392,0,"(0.372, 0.604]",0.44349337
18,Employed,0.0,43692,688,1.4,137,13440,0,1,0,Personal Loan,Education,20400,12.75,0.308,0.467,0.156,1,0.6904242,6338.0941915512085,0,"(0.604, 0.77]",0.5030363
23,Student,1.5,15000,632,2.1,19,5934,0,0,0,Personal Loan,Personal,23400,13.38,0.396,1.56,0.52,0,0.24204317,2548.7145522236824,1,"(0.202, 0.372]",0.20037913
49,Employed,30.0,48529,573,7.9,250,17905,0,1,0,Personal Loan,Education,91900,15.73,0.369,1.894,0.631,0,0.27799305,11496.40271499753,1,"(0.202, 0.372]",0.22464532
31,Student,1.0,21928,585,8.3,98,6157,0,4,0,Personal Loan,Personal,39600,15.59,0.281,1.806,0.602,0,0.15498842,2761.893697679043,1,"(0.0578, 0.202]",0.14161718
48,Self-Employed,21.6,15849,771,21.4,478,2336,0,0,0,Personal Loan,Debt Consolidation,7300,8.35,0.147,0.461,0.154,1,0.8384834,2754.417946636677,0,"(0.77, 0.839]",0.60297626
18,Employed,0.0,28738,557,1.7,28,2434,0,0,0,Personal Loan,Personal,47200,15.31,0.085,1.642,0.547,0,0.09755425,2072.052302956581,1,"(0.0578, 0.202]",0.10284912
29,Self-Employed,6.2,38758,664,5.6,731,6156,0,1,0,Personal Loan,Personal,29400,11.63,0.159,0.759,0.253,1,0.7908429,10462.851444482803,0,"(0.77, 0.839]",0.5708189
25,Student,0.3,33070,640,6.6,1687,7921,0,3,0,Personal Loan,Education,17500,13.57,0.24,0.529,0.176,0,0.51884973,4085.941627621651,0,"(0.372, 0.604]",0.38722357
34,Student,1.3,15000,741,3.3,39,4185,0,0,0,Personal Loan,Business,9800,10.14,0.279,0.653,0.218,1,0.72209823,3184.453200101853,0,"(0.604, 0.77]",0.5244163
32,Self-Employed,9.3,67238,633,13.3,4761,25922,0,1,0,Personal Loan,Medical,66900,14.48,0.386,0.995,0.332,0,0.5140365,15475.068128407001,0,"(0.372, 0.604]",0.3839746
30,Employed,11.6,24650,659,1.2,444,6513,0,0,0,Personal Loan,Business,26400,11.59,0.264,1.071,0.357,0,0.62709683,7449.910361766815,0,"(0.604, 0.77]",0.46029037
36,Employed,3.3,20164,733,9.0,216,3122,0,0,0,Personal Loan,Home Improvement,24100,10.14,0.155,1.195,0.398,1,0.8254353,8951.845620274544,0,"(0.77, 0.839]",0.5941688
46,Student,1.2,22660,585,9.8,85,13827,0,3,0,Personal Loan,Education,11800,15.18,0.61,0.521,0.174,0,0.13593249,721.8015231192112,1,"(0.0578, 0.202]",0.12875444
21,Employed,1.7,48755,538,0.6,37,11636,0,0,0,Personal Loan,Home Improvement,14700,16.77,0.239,0.302,0.101,0,0.16629215,1100.022544786334,1,"(0.0578, 0.202]",0.1492472
26,Employed,2.8,44404,612,5.8,1379,4530,0,2,1,Personal Loan,Personal,3700,14.89,0.102,0.083,0.028,1,0.5100913,849.3020224571228,0,"(0.372, 0.604]",0.38131163
32,Employed,12.1,37202,669,4.5,893,13267,0,0,0,Personal Loan,Debt Consolidation,29800,12.1,0.357,0.801,0.267,1,0.7275843,9756.905495524406,0,"(0.604, 0.77]",0.5281194
24,Self-Employed,1.4,19134,590,3.1,296,2189,0,0,0,Personal Loan,Medical,28500,16.9,0.114,1.489,0.496,0,0.104014605,1333.9873127639294,1,"(0.0578, 0.202]",0.107209854
34,Self-Employed,5.2,32089,701,6.7,174,13066,0,0,0,Personal Loan,Business,14100,11.11,0.407,0.439,0.146,1,0.78322214,4969.544471204281,0,"(0.77, 0.839]",0.56567496
18,Employed,0.0,28194,618,1.0,56,5013,0,0,0,Personal Loan,Business,4400,14.76,0.178,0.156,0.052,1,0.42164624,834.8595499992371,0,"(0.372, 0.604]",0.32161123
33,Self-Employed,9.4,43869,606,1.3,387,7214,0,0,0,Personal Loan,Debt Consolidation,13600,14.62,0.164,0.31,0.103,0,0.4721818,2889.752597808838,0,"(0.372, 0.604]",0.3557227
25,Self-Employed,2.5,55593,621,1.3,79,7228,0,3,0,Personal Loan,Personal,16500,14.04,0.13,0.297,0.099,0,0.40688267,3021.1038507521152,0,"(0.372, 0.604]",0.3116458
40,Employed,9.8,28188,675,2.1,57,15547,0,0,0,Personal Loan,Home Improvement,48700,11.99,0.552,1.728,0.576,0,0.16137494,3536.531842276454,1,"(0.0578, 0.202]",0.14592808
39,Employed,13.7,27620,744,20.7,6060,15088,0,0,0,Personal Loan,Personal,9400,10.07,0.546,0.34,0.113,1,0.29238358,1236.7825493216515,1,"(0.202, 0.372]",0.2343589
28,Employed,5.0,22912,619,2.9,1178,3455,0,1,0,Personal Loan,Business,14900,13.25,0.151,0.65,0.217,0,0.46701083,3131.307587474585,0,"(0.372, 0.604]",0.35223228
33,Employed,3.9,51342,657,7.9,1806,13731,0,0,0,Personal Loan,Business,60100,11.22,0.267,1.171,0.39,0,0.7676478,20761.034827530388,0,"(0.604, 0.77]",0.55516225
54,Employed,0.2,134555,786,22.5,9057,28045,0,0,0,Personal Loan,Business,100000,9.64,0.208,0.743,0.248,1,0.78632605,35384.67228412628,0,"(0.77, 0.839]",0.56777006
37,Employed,0.6,54378,706,12.3,4889,17141,0,0,0,Personal Loan,Home Improvement,13800,9.67,0.315,0.254,0.085,1,0.8121456,5043.424118757248,0,"(0.77, 0.839]",0.5851982
46,Student,1.2,24674,625,6.2,132,4274,0,1,0,Personal Loan,Education,23300,14.91,0.173,0.944,0.315,1,0.55464923,5815.497216582298,0,"(0.372, 0.604]",0.41138822
34,Employed,10.7,69530,709,12.6,13106,25421,0,0,0,Personal Loan,Personal,100000,9.67,0.366,1.438,0.479,1,0.8095426,36429.416835308075,0,"(0.77, 0.839]",0.58344126
30,Employed,11.0,33930,588,6.1,1770,6632,0,0,0,Personal Loan,Education,26200,15.29,0.195,0.772,0.257,1,0.32897043,3878.561396598816,1,"(0.202, 0.372]",0.25905502
18,Student,1.7,15000,612,0.6,1,7229,0,0,0,Personal Loan,Personal,24700,14.58,0.482,1.647,0.549,0,0.1923766,2138.2658947259188,1,"(0.0578, 0.202]",0.1668542
46,Employed,24.3,15134,672,15.0,1232,6589,0,0,0,Personal Loan,Business,12600,12.71,0.435,0.833,0.278,1,0.7388148,4189.07975256443,0,"(0.604, 0.77]",0.53569996
37,Employed,1.3,63075,648,12.2,764,12223,0,0,0,Personal Loan,Personal,71500,14.09,0.194,1.134,0.378,1,0.458699,14758.639937639236,0,"(0.372, 0.604]",0.3466218
35,Employed,13.9,33464,626,9.1,163,5818,0,2,0,Personal Loan,Medical,27300,14.41,0.174,0.816,0.272,1,0.5340503,6560.807761251926,0,"(0.372, 0.604]",0.39748394
19,Employed,0.5,44529,678,0.6,1489,2288,0,0,0,Personal Loan,Education,18200,11.81,0.051,0.409,0.136,1,0.7036504,5762.896898388863,0,"(0.604, 0.77]",0.511964
25,Employed,3.1,17127,520,0.5,6,11949,0,2,0,Personal Loan,Personal,14400,16.26,0.698,0.841,0.28,0,0.09936188,643.8649928569794,1,"(0.0578, 0.202]",0.10406927
39,Employed,6.1,60018,597,17.5,4637,25868,0,1,0,Personal Loan,Business,27800,16.08,0.431,0.463,0.154,0,0.23305084,2915.4659847915173,1,"(0.202, 0.372]",0.19430931
27,Self-Employed,3.6,62543,596,1.2,51,33167,0,0,0,Personal Loan,Education,99400,16.29,0.53,1.589,0.53,0,0.11906547,5325.798517540097,1,"(0.0578, 0.202]",0.11736919
41,Self-Employed,2.1,111211,549,20.7,2965,22978,0,0,1,Personal Loan,Personal,67100,15.84,0.207,0.603,0.201,0,0.26873034,8114.312688410283,1,"(0.202, 0.372]",0.21839298
61,Employed,24.7,133434,780,20.3,12832,72902,0,0,0,Personal Loan,Debt Consolidation,23000,9.81,0.546,0.172,0.057,1,0.29238358,3026.170067489147,1,"(0.202, 0.372]",0.2343589
27,Employed,2.3,37050,662,5.3,94,14457,0,0,0,Personal Loan,Debt Consolidation,21000,12.09,0.39,0.567,0.189,0,0.7214325,6817.5371915102005,0,"(0.604, 0.77]",0.5239669
48,Employed,23.8,49951,713,29.6,873,10058,0,0,0,Personal Loan,Business,81100,10.56,0.201,1.624,0.541,1,0.82519376,30115.446372628212,0,"(0.77, 0.839]",0.59400576
44,Self-Employed,9.2,56946,502,13.6,1894,32564,1,0,3,Personal Loan,Personal,16300,15.85,0.572,0.286,0.095,0,0.104969315,769.9499272182585,1,"(0.0578, 0.202]",0.107854284
39,Student,0.3,15000,677,20.1,17457,4802,0,0,0,Personal Loan,Home Improvement,2700,12.13,0.32,0.18,0.06,1,0.77188355,937.838509976864,0,"(0.77, 0.839]",0.55802137
38,Employed,17.7,39903,716,2.6,122,12902,0,0,1,Personal Loan,Personal,36900,10.51,0.323,0.925,0.308,1,0.77747613,12909.991170465946,0,"(0.77, 0.839]",0.56179637
39,Employed,8.5,59088,639,7.4,868,11107,0,0,0,Personal Loan,Home Improvement,73900,13.39,0.188,1.251,0.417,1,0.5368437,17852.73781210184,0,"(0.372, 0.604]",0.3993695
39,Self-Employed,12.0,66896,658,14.4,1060,22223,0,1,0,Personal Loan,Home Improvement,97200,11.13,0.332,1.453,0.484,1,0.77132356,33737.69258737564,0,"(0.77, 0.839]",0.55764335
37,Self-Employed,11.3,155829,700,2.5,5837,43770,0,0,0,Personal Loan,Business,100000,9.51,0.281,0.642,0.214,1,0.77850616,35032.777190208435,0,"(0.77, 0.839]",0.56249166
22,Self-Employed,1.0,38512,670,2.7,373,2068,0,0,0,Personal Loan,Personal,49200,11.13,0.054,1.278,0.426,1,0.5442626,12049.973698854446,0,"(0.372, 0.604]",0.40437722
51,Employed,29.4,56588,702,9.2,4830,16616,0,0,0,Personal Loan,Home Improvement,7700,11.33,0.294,0.136,0.045,1,0.8384834,2905.344957411289,0,"(0.77, 0.839]",0.60297626
70,Employed,14.3,22264,679,9.3,546,12425,0,0,0,Personal Loan,Personal,38100,12.77,0.558,1.711,0.57,0,0.19724406,3381.7494604736567,1,"(0.0578, 0.202]",0.17013973
25,Employed,4.7,25016,623,3.6,98,5619,0,1,2,Personal Loan,Debt Consolidation,30500,14.31,0.225,1.219,0.406,0,0.3610496,4955.405656993389,1,"(0.202, 0.372]",0.28070846
18,Employed,0.0,56966,548,1.1,70,24025,0,0,0,Personal Loan,Personal,100000,16.96,0.422,1.755,0.585,0,0.088174745,3967.863544821739,1,"(0.0578, 0.202]",0.09651795
34,Employed,1.5,70515,660,8.5,412,22249,0,0,0,Personal Loan,Medical,73000,11.43,0.316,1.035,0.345,1,0.71076167,23348.52073788643,0,"(0.604, 0.77]",0.51676416
35,Employed,3.3,31190,620,1.1,534,7697,0,0,0,Personal Loan,Business,37100,13.76,0.247,1.189,0.396,0,0.35769185,5971.665506511927,1,"(0.202, 0.372]",0.278442
18,Employed,0.0,60634,480,0.5,477,8581,1,2,0,Personal Loan,Personal,39800,16.8,0.142,0.656,0.219,0,0.11814428,2115.9640764445066,1,"(0.0578, 0.202]",0.11674739
18,Employed,0.0,15727,550,0.9,167,8835,0,0,0,Personal Loan,Business,22900,15.58,0.562,1.456,0.485,0,0.07139229,735.6975514814258,1,"(0.0578, 0.202]",0.0851898
27,Employed,6.8,55934,739,8.6,3888,30806,0,0,0,Personal Loan,Education,23800,11.18,0.551,0.426,0.142,0,0.20190813,2162.4360345304012,1,"(0.0578, 0.202]",0.17328799
29,Employed,3.7,32727,659,2.6,296,4122,0,0,0,Personal Loan,Education,25900,11.38,0.126,0.791,0.264,1,0.73871285,8609.6982344985,0,"(0.604, 0.77]",0.5356312
42,Employed,20.9,84099,660,3.9,694,23870,0,1,0,Personal Loan,Business,100000,12.03,0.284,1.189,0.396,0,0.63049805,28372.412323951725,0,"(0.604, 0.77]",0.4625862
23,Employed,0.2,51282,630,4.1,91,12914,0,0,0,Personal Loan,Education,54900,13.44,0.252,1.071,0.357,1,0.32610723,8056.4792101085195,1,"(0.202, 0.372]",0.25712237
34,Employed,15.6,24193,643,14.1,312,7501,0,0,0,Personal Loan,Personal,16900,14.26,0.31,0.699,0.233,1,0.6065328,4612.682036161423,0,"(0.604, 0.77]",0.44640964
28,Self-Employed,2.3,46730,621,7.1,14403,24019,0,0,1,Personal Loan,Debt Consolidation,13100,13.87,0.514,0.28,0.093,0,0.29369777,1731.348380148411,1,"(0.202, 0.372]",0.235246
29,Employed,7.2,74419,670,6.7,300,14374,0,0,0,Personal Loan,Debt Consolidation,100000,12.42,0.193,1.344,0.448,1,0.7676478,34544.15112733841,0,"(0.604, 0.77]",0.55516225
28,Employed,4.4,28714,608,3.7,154,6957,0,1,0,Personal Loan,Medical,23600,13.45,0.242,0.822,0.274,0,0.46701083,4959.654970765114,0,"(0.372, 0.604]",0.35223228
18,Self-Employed,1.0,117297,642,0.5,38,27564,0,1,0,Personal Loan,Education,53200,13.97,0.235,0.454,0.151,1,0.46396938,11107.42694914341,0,"(0.372, 0.604]",0.3501793
26,Self-Employed,3.6,45854,763,4.2,479,10687,0,0,1,Personal Loan,Education,18400,8.32,0.233,0.401,0.134,1,0.7894393,6536.557574272156,0,"(0.77, 0.839]",0.5698715
31,Self-Employed,2.1,65676,608,5.6,2892,16617,0,2,0,Personal Loan,Personal,80600,13.8,0.253,1.227,0.409,1,0.4334104,15719.795429706573,0,"(0.372, 0.604]",0.32955202
31,Employed,1.5,50468,655,2.5,470,20552,0,0,0,Personal Loan,Personal,92500,11.67,0.407,1.833,0.611,0,0.49224344,20489.63314667344,0,"(0.372, 0.604]",0.3692643
54,Employed,26.3,81997,657,17.5,2205,30163,0,0,0,Personal Loan,Personal,92000,12.58,0.368,1.122,0.374,1,0.7492118,31017.3680305481,0,"(0.604, 0.77]",0.54271793
44,Employed,15.7,59337,597,22.1,13369,15458,0,2,1,Personal Loan,Medical,64300,15.5,0.261,1.084,0.361,0,0.19833945,5738.951909914613,1,"(0.0578, 0.202]",0.17087913
37,Employed,8.5,37692,628,7.9,476,1465,0,1,0,Personal Loan,Education,9800,13.05,0.039,0.26,0.087,1,0.6333548,2793.0945932865143,0,"(0.604, 0.77]",0.4645145
18,Employed,0.0,24686,602,0.8,46,9604,0,0,0,Personal Loan,Personal,27800,14.13,0.389,1.126,0.375,0,0.2395734,2997.0632864534855,1,"(0.202, 0.372]",0.19871205
30,Employed,7.5,79754,565,4.5,25,21089,0,0,2,Personal Loan,Personal,21500,15.87,0.264,0.27,0.09,1,0.21341214,2064.7624142467976,1,"(0.202, 0.372]",0.18105319
39,Employed,2.4,58345,678,10.7,1554,15082,0,1,0,Personal Loan,Home Improvement,100000,11.86,0.258,1.714,0.571,1,0.7634981,34357.41573572159,0,"(0.604, 0.77]",0.5523612
26,Employed,7.5,45033,567,2.7,274,10794,0,2,0,Personal Loan,Education,10400,15.93,0.24,0.231,0.077,0,0.23326965,1091.7019468545914,1,"(0.202, 0.372]",0.19445701
37,Employed,1.3,63468,725,12.3,3124,8774,1,2,0,Personal Loan,Business,32500,10.01,0.138,0.512,0.171,0,0.5309295,7764.844022691251,0,"(0.372, 0.604]",0.3953774
46,Self-Employed,15.4,62458,730,8.3,1195,4620,0,1,0,Personal Loan,Business,100000,11.27,0.074,1.601,0.534,0,0.8237327,37067.97033548355,0,"(0.77, 0.839]",0.59301955
43,Employed,4.4,31751,669,24.3,1923,13718,0,1,0,Personal Loan,Business,22500,12.37,0.432,0.709,0.236,1,0.7413236,7505.901351571083,0,"(0.604, 0.77]",0.5373934
38,Employed,0.4,23205,607,13.9,81,9719,0,2,0,Personal Loan,Home Improvement,4400,14.38,0.419,0.19,0.063,0,0.44663578,884.3388497829437,0,"(0.372, 0.604]",0.33847916
37,Self-Employed,8.7,26645,613,12.4,8693,8998,0,0,0,Personal Loan,Debt Consolidation,42200,14.39,0.338,1.584,0.528,1,0.5444973,10340.00393807888,0,"(0.372, 0.604]",0.40453568
38,Employed,1.6,53266,704,16.1,1053,11617,0,0,0,Personal Loan,Business,77800,9.92,0.218,1.461,0.487,1,0.7767432,27193.778507709507,0,"(0.77, 0.839]",0.56130165
20,Self-Employed,1.0,66881,777,0.5,35,7410,0,0,0,Personal Loan,Personal,100000,9.22,0.111,1.495,0.498,1,0.64407206,28983.242511749268,0,"(0.604, 0.77]",0.47174862
26,Employed,5.8,18436,609,4.4,2556,7691,0,2,0,Personal Loan,Business,30200,14.63,0.417,1.638,0.546,0,0.26243082,3566.434801518917,1,"(0.202, 0.372]",0.2141408
18,Employed,0.0,42644,613,0.8,407,14071,0,0,0,Personal Loan,Personal,21700,13.81,0.33,0.509,0.17,0,0.3981476,3887.9114390909676,1,"(0.372, 0.604]",0.30574962
29,Self-Employed,6.9,68168,581,2.0,94,17388,0,0,1,Personal Loan,Personal,69600,15.49,0.255,1.021,0.34,0,0.13495918,4226.9213980436325,1,"(0.0578, 0.202]",0.12809744
30,Student,2.0,55556,566,8.2,976,21192,0,0,0,Personal Loan,Home Improvement,89600,16.97,0.381,1.613,0.538,0,0.18697259,7538.734760284425,1,"(0.0578, 0.202]",0.16320649
50,Employed,7.5,46387,698,14.7,97,18668,0,1,0,Personal Loan,Personal,61900,11.28,0.402,1.334,0.445,1,0.7090523,19750.65249323845,0,"(0.604, 0.77]",0.5156103
33,Self-Employed,7.9,76234,698,6.8,31180,28746,0,0,0,Personal Loan,Personal,100000,11.89,0.377,1.312,0.437,1,0.72932017,32819.40758228302,0,"(0.604, 0.77]",0.52929115
49,Self-Employed,5.7,157262,679,10.0,22400,94952,0,1,0,Personal Loan,Debt Consolidation,51100,11.49,0.604,0.325,0.108,0,0.22786228,5239.693211093545,1,"(0.202, 0.372]",0.19080704
22,Employed,2.0,38185,680,0.0,0,10715,0,0,0,Personal Loan,Education,60700,12.19,0.281,1.59,0.53,1,0.5999125,16386.610599160194,0,"(0.372, 0.604]",0.44194096
45,Employed,2.2,37364,632,19.6,288,17645,0,0,0,Personal Loan,Education,19600,14.28,0.472,0.525,0.175,1,0.43290105,3818.1873017549515,0,"(0.372, 0.604]",0.3292082
34,Employed,11.2,21284,679,0.2,3,6473,0,0,0,Personal Loan,Personal,9300,12.72,0.304,0.437,0.146,1,0.7166269,2999.083503484726,0,"(0.604, 0.77]",0.5207231
